,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,25,got it,22,it got it,10
1,got,23,it got,10,got it got,10
2,i,11,i got,6,i got it,5
3,done,3,done got,3,done got it,3
4,think,3,i think,3,hitting done got,2
5,ram,2,okay i,2,got it okay,2
6,tornado,2,think i,2,it okay i,2
7,that,2,hitting done,2,i think i,2
8,ness,2,loch ness,2,think i got,2
9,loch,2,it okay,2,whale lobster flamingo,1
10,fish,2,like microscope,1,or whale lobster,1
11,now,2,whale lobster,1,tornado or whale,1
12,hitting,2,or whale,1,ram tornado or,1
13,okay,2,tornado or,1,ness ram tornado,1
14,uh,2,ram tornado,1,loch ness ram,1
15,whale,1,ness ram,1,got it so,1
16,yeah,1,it looks,1,flamingo uh i,1
17,microscope,1,microscope yeah,1,fish loch ness,1
18,like,1,looks more,1,got fish loch,1
19,or,1,flamingo uh,1,i got fish,1
