,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,74,ive got,28,ive got this,6
1,i,42,i got,26,so ive got,6
2,this,41,got this,12,i got this,5
3,then,39,upside down,11,fish swimming down,5
4,down,31,fish swimming,8,so i got,4
5,ive,28,flying bird,8,there was this,3
6,bird,25,bird flying,7,okay so i,3
7,to,24,so i,7,im going to,3
8,that,22,sea monster,6,going to eat,3
9,so,21,so ive,6,on top of,3
10,flying,20,okay so,5,duck flying bird,3
11,is,19,swimming down,5,bird with tail,3
12,like,19,this bird,5,bird flying up,3
13,it,19,bird with,4,loch ness monster,3
14,up,18,loch ness,4,doesnt even know,2
15,boat,18,got dog,4,dog ive got,2
16,sailboat,18,with tail,4,okay so ive,2
17,with,18,turkey vulture,4,on one foot,2
18,on,16,sailboat with,4,sail boat avalanche,2
19,of,15,sail boat,4,about to fall,2
