,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,102,got it,63,got it got,29
1,i,95,i got,50,it got it,27
2,it,70,i have,31,got it i,19
3,then,64,it got,30,i got it,19
4,have,31,it i,19,it i got,11
5,one,28,upside down,17,all right i,8
6,like,27,one is,10,it i have,6
7,down,23,all right,10,then i have,5
8,is,22,then its,9,so i got,4
9,right,20,then i,9,right i have,4
10,triangle,20,right i,8,right i got,4
11,upside,18,first one,5,okay i got,4
12,with,14,so i,5,an upside down,4
13,its,13,then like,5,coming out of,3
14,all,12,i dont,4,on one foot,3
15,square,11,okay i,4,last one is,3
16,of,10,that is,4,what what what,3
17,on,10,looks like,4,third one is,3
18,sailboat,9,holding triangle,4,upside down candle,3
19,that,9,what what,4,second one is,3
