,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,47,i have,27,got it i,6
1,it,36,got it,24,all right i,6
2,then,36,i got,11,rocket ship going,5
3,got,36,all right,9,okay i have,4
4,have,30,rocket ship,7,it i have,4
5,with,16,one is,7,i got it,4
6,one,16,right i,6,i dont know,3
7,down,15,it i,6,half christmas tree,3
8,like,15,going down,6,got it got,3
9,to,13,ship going,5,it got it,3
10,on,12,okay i,5,got it all,3
11,so,12,i dont,4,it all right,3
12,right,12,upside down,4,ship going down,3
13,boat,12,christmas tree,4,right i have,3
14,going,11,so theres,4,right i got,3
15,is,11,going to,4,so theres this,2
16,sailboat,10,unfinished desk,4,i have hammer,2
17,an,10,batman swimming,4,house with rocket,2
18,okay,10,flying bird,4,with rocket ship,2
19,all,9,with two,3,some people call,2
