,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,29,got it,27,got it got,19
1,got,29,it got,19,it got it,18
2,i,17,i have,13,got it i,8
3,have,13,it i,8,it i have,8
4,down,6,upside down,5,an upside down,4
5,upside,5,an upside,4,i got it,3
6,an,5,i got,3,have an upside,2
7,bird,4,down duck,2,i have an,2
8,with,4,have an,2,upside down duck,2
9,then,4,square body,2,down sailboat windmill,1
10,um,4,ok i,2,football bruh ok,1
11,call,3,sea monster,2,bird house head,1
12,fish,3,big bird,1,house head square,1
13,like,3,bird like,1,head square body,1
14,on,2,have big,1,square body bruh,1
15,hat,2,bruh ok,1,body bruh preacher,1
16,you,2,have bird,1,bruh preacher football,1
17,head,2,football bruh,1,preacher football bruh,1
18,guy,2,preacher football,1,bruh ok i,1
19,duck,2,bruh preacher,1,i have bird,1
