,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,81,i got,40,i got this,6
1,got,59,i have,28,so i have,5
2,like,31,upside down,12,it looks like,4
3,have,29,got it,9,i got flamingo,4
4,it,21,flying bird,8,then i have,3
5,is,20,got this,7,like big bird,3
6,with,19,with two,7,hummingbird loch ness,3
7,then,17,then i,6,loch ness monster,3
8,this,17,so i,6,got it sorry,2
9,down,16,looks like,6,i have two,2
10,bird,16,it i,5,on it i,2
11,flying,14,got flamingo,5,one trapezoid is,2
12,person,14,rubber duck,5,their head is,2
13,to,13,it looks,4,i have person,2
14,two,13,palm tree,4,i got seal,2
15,on,13,hang on,4,got it i,2
16,in,12,ninja star,4,with two humps,2
17,upside,12,person with,4,got rubber duck,2
18,that,12,big bird,4,flamingo flying bird,2
19,one,11,loch ness,4,doritos attacking hat,2
