,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,247,i have,213,then i have,41
1,have,227,upside down,45,okay i have,21
2,then,176,then i,44,i have dog,12
3,like,130,looks like,30,an upside down,12
4,down,92,bird with,23,it looks like,12
5,with,92,okay i,22,i have sailboat,10
6,it,61,got it,18,i have triangle,10
7,triangle,51,with like,17,i have bird,10
8,an,50,flying bird,17,i have an,10
9,bird,48,it looks,15,i have like,9
10,upside,47,facing down,13,sailboat i have,9
11,big,41,going down,13,big triangle wings,8
12,weird,36,an upside,13,have bird with,7
13,sailboat,35,triangle guy,12,going to right,7
14,dog,34,have dog,12,it i have,7
15,guy,34,big triangle,12,half christmas tree,7
16,looks,33,with two,11,with weird neck,7
17,okay,32,to right,11,i have big,6
18,going,32,have triangle,11,big flying bird,6
19,sideways,31,laying down,10,i have seal,6
