,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,107,got it,96,got it got,62
1,it,102,it got,62,it got it,59
2,i,43,i have,18,i got it,9
3,have,20,i got,17,got it okay,6
4,okay,12,it okay,7,okay got it,6
5,like,9,okay got,6,got it i,4
6,yep,8,it i,4,i have guy,4
7,then,8,yep yep,4,got it gotcha,3
8,ok,7,have guy,4,then i have,3
9,you,6,okay i,3,got it ok,3
10,with,6,it ok,3,ok got it,3
11,down,6,ok i,3,it okay got,3
12,to,5,yeah i,3,i think i,2
13,thats,5,ok got,3,it ok got,2
14,that,5,it gotcha,3,on one foot,2
15,yeah,5,then i,3,i have pot,2
16,guy,4,upside down,3,i have butler,2
17,gotcha,4,his legs,2,it i have,2
18,up,3,thats like,2,upward i have,2
19,boat,3,upward i,2,i got fat,2
