,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,38,i have,34,then i have,9
1,have,34,got it,19,it got it,7
2,it,25,then i,10,got it got,7
3,got,20,it got,7,i have this,5
4,then,15,upside down,5,got it i,4
5,like,15,okay i,5,okay i have,4
6,with,14,have this,5,it i have,4
7,down,10,bird with,4,got it okay,3
8,of,8,right side,4,an upside down,3
9,this,8,it i,4,have bird with,3
10,on,8,with like,4,on one foot,3
11,an,7,downward i,3,i have bird,3
12,okay,6,to left,3,straight up down,2
13,right,6,an upside,3,i have guy,2
14,side,5,have bird,3,i have like,2
15,upside,5,one foot,3,animal thats like,2
16,weird,5,on one,3,right side up,2
17,boat,5,animal thats,3,dont know what,2
18,its,4,it okay,3,i dont know,2
19,left,4,side up,2,to left i,2
