,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,125,i have,50,so i have,9
1,i,92,i got,28,got it i,7
2,like,77,one is,26,so i got,6
3,one,66,upside down,18,one is like,6
4,have,52,so i,15,last one is,6
5,got,43,looks like,14,second one is,6
6,is,42,got it,13,my top one,6
7,its,37,third one,12,heads closer to,6
8,triangle,35,last one,12,third one is,6
9,with,31,its like,11,then last one,5
10,it,30,top one,10,of looks like,5
11,down,26,is like,9,kind of looks,5
12,so,23,kind of,9,its heads closer,5
13,right,22,first one,8,it i have,5
14,of,21,second one,8,then third one,5
15,my,20,two triangles,7,then i have,4
16,upside,18,with triangle,7,loch ness monster,4
17,on,17,holding triangle,7,okay so i,4
18,that,16,it i,7,top one is,4
19,third,16,closer to,7,one looks like,4
