,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,70,got it,58,got it got,25
1,it,62,i have,27,it got it,25
2,i,48,it got,25,got it i,8
3,then,35,i got,13,i got it,8
4,have,28,it i,9,it i have,8
5,like,25,okay i,9,got it ok,6
6,okay,19,one is,8,i think i,5
7,is,16,all right,7,think i got,5
8,triangle,15,it ok,6,got it okay,5
9,one,15,i think,6,i have like,4
10,with,15,looks like,6,then i have,4
11,its,13,think i,5,okay i have,4
12,right,12,triangle body,5,okay got it,4
13,all,10,it okay,5,ok i think,3
14,so,9,then i,4,okay i got,3
15,sailboat,9,have like,4,its head to,2
16,apple,9,okay got,4,with its head,2
17,an,9,last one,3,swan flamingo with,2
18,dog,9,then very,3,flamingo with broken,2
19,ok,8,two legs,3,with broken neck,2
