,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,43,i have,28,i got it,6
1,have,29,got it,10,i have guy,5
2,then,28,upside down,9,have guy walking,4
3,it,20,i got,8,lady in dress,4
4,to,15,have guy,6,then i have,4
5,with,14,all right,5,i have an,3
6,like,14,in dress,5,i have boat,3
7,one,13,one is,5,whos friends with,3
8,down,13,then its,5,got it i,3
9,got,12,then i,4,i have swan,3
10,is,12,guy walking,4,in dress with,2
11,right,12,lady in,4,i dont know,2
12,that,11,with two,3,yep yep yep,2
13,its,10,have boat,3,right i have,2
14,okay,10,right i,3,so theres this,2
15,guy,10,out of,3,it i have,2
16,upside,9,first one,3,or whatever you,2
17,you,8,okay i,3,whole bunch of,2
18,so,8,yep yep,3,guy walking down,2
19,was,8,christmas tree,3,did you get,2
