,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,29,got it,21,got it got,10
1,it,22,i have,14,it got it,9
2,i,22,it got,10,got it okay,5
3,then,14,i got,7,then i have,5
4,have,14,then i,6,okay got it,4
5,okay,7,it okay,5,his head in,3
6,in,6,okay got,4,apple i have,2
7,triangle,5,flying bird,4,it i got,2
8,one,5,head in,3,got it i,2
9,dress,4,his head,3,okay i got,2
10,apple,4,triangle man,3,it okay i,2
11,on,4,in dress,2,it okay got,2
12,bird,4,okay i,2,head in bottom,2
13,flying,4,christmas tree,2,have big flying,2
14,up,4,girl in,2,corner then i,2
15,sailboat,4,apple i,2,i have big,2
16,bridge,3,in bottom,2,big flying bird,2
17,corner,3,right corner,2,with his head,2
18,like,3,corner then,2,right corner then,2
19,tree,3,on their,2,i got me,1
