,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,25,got it,13,i got it,9
1,got,16,i got,12,got it i,6
2,it,15,i have,9,then i have,4
3,have,9,it i,6,it i got,4
4,then,9,then i,4,i have like,3
5,like,9,have like,3,it i have,2
6,one,6,triangle chest,3,on one foot,2
7,triangle,6,two triangle,3,got it got,2
8,with,5,one is,3,with triangle chest,2
9,on,5,i dont,2,of two triangle,2
10,two,4,person on,2,it got it,2
11,is,4,of two,2,i dont know,2
12,person,3,on one,2,person on one,1
13,chest,3,one foot,2,one foot bending,1
14,of,3,bending backwards,2,foot bending backwards,1
15,its,3,okay i,2,bending backwards with,1
16,straight,2,upside down,2,backwards with triangle,1
17,dont,2,dont know,2,its smaller of,1
18,what,2,with triangle,2,triangle chest its,1
19,know,2,straight up,2,chest its smaller,1
