,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,506,one is,303,first one is,192
1,one,369,first one,204,my first one,89
2,then,344,upside down,108,last one is,72
3,first,230,last one,94,is upside down,48
4,with,192,my first,89,my last one,39
5,my,187,third is,78,then i have,38
6,down,144,got it,72,got it first,31
7,last,109,second is,71,then last one,30
8,upside,108,i have,48,one is upside,28
9,second,100,is upside,48,it first one,25
10,third,95,my last,40,lady in dress,22
11,it,91,then i,39,then my last,21
12,in,85,then last,35,next one is,21
13,got,81,looks like,34,in dress with,18
14,triangle,79,weird looking,33,then upside down,17
15,on,69,it first,31,my next one,17
16,i,64,dog with,31,it my first,17
17,person,62,then my,29,got it my,17
18,dog,52,with two,25,is weird looking,16
19,have,50,lady in,25,with no arms,16
