,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,99,got it,87,got it got,63
1,it,90,it got,63,it got it,59
2,i,27,i have,13,got it i,8
3,then,14,upside down,10,i got it,6
4,have,13,ive got,8,it i have,5
5,bird,13,it i,8,got it ive,4
6,down,11,bird flying,6,i think i,4
7,upside,10,i got,6,think i got,4
8,its,8,i think,5,it ive got,4
9,ive,8,it ive,4,an upside down,3
10,flying,8,think i,4,loch ness monster,3
11,with,8,an upside,3,then i have,2
12,flamingo,6,loch ness,3,then upside down,2
13,crow,5,ness monster,3,upside down flamingo,2
14,right,5,with its,3,i have bird,2
15,think,5,flying bird,3,i have weird,2
16,dragon,5,down flamingo,2,i dont know,2
17,of,4,down bird,2,bird flying to,2
18,up,4,bird flamingo,2,have bird flying,2
19,an,4,then upside,2,upside down bird,2
