,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,45,upside down,13,all right ive,5
1,got,21,ive got,12,right ive got,5
2,of,21,kind of,10,last one is,4
3,with,21,one is,9,on its side,4
4,one,20,all right,6,is kind of,3
5,like,18,holding triangle,6,one is like,3
6,in,16,first one,5,then birthday cake,3
7,its,15,right ive,5,one is kind,3
8,on,14,out of,5,string of triangles,3
9,is,14,then last,5,guy holding triangle,3
10,down,14,birthday cake,5,comin out of,3
11,upside,13,got it,5,lady in dress,3
12,triangle,12,with two,4,then last one,3
13,ive,12,last one,4,boat with tower,3
14,it,11,boat with,4,with tower on,3
15,kind,10,its side,4,ive got iron,2
16,right,10,on its,4,out of hat,2
17,out,8,comin out,4,then picture frame,2
18,first,8,pointing up,3,fat road runner,2
19,top,7,got like,3,then fat road,2
