,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,36,i have,29,then i have,6
1,have,29,then i,6,okay i have,4
2,then,16,okay i,5,loch ness monster,4
3,with,13,upside down,5,an upside down,3
4,dog,12,flying bird,5,i have dog,3
5,it,9,ness monster,4,sure i have,2
6,okay,9,got it,4,rooster duck with,2
7,up,9,loch ness,4,i have duck,2
8,down,8,have dog,3,with its mouth,2
9,sailboat,6,with its,3,dog with its,2
10,weird,6,up then,3,have loch ness,2
11,an,6,an upside,3,i have loch,2
12,one,5,second one,2,i have pot,2
13,flying,5,i got,2,flamingo i have,2
14,big,5,like an,2,bird rooster duck,2
15,square,5,rocket ship,2,i have an,2
16,triangle,5,what are,2,flying bird rooster,2
17,guy,5,which ones,2,i got it,2
18,duck,5,have duck,2,i have crab,2
19,flamingo,5,then dog,2,yes half christmas,1
