,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,103,one is,55,first one is,27
1,is,100,first one,31,last one is,18
2,one,82,upside down,27,my first one,14
3,with,54,last one,18,is upside down,11
4,first,52,ive got,17,my last one,8
5,got,36,my first,15,then last one,8
6,like,36,second is,15,one is upside,7
7,down,34,third is,15,then my last,7
8,my,31,is upside,11,lady in dress,6
9,right,30,on right,10,then i have,5
10,second,29,then last,10,then second one,5
11,in,29,i have,10,then upside down,5
12,on,28,second one,9,one is x,5
13,last,27,then my,9,with no arms,5
14,upside,27,my last,8,right side up,5
15,third,25,holding triangle,8,right ive got,4
16,guy,23,is x,7,doing front flip,4
17,triangle,20,kind of,7,in dress with,4
18,sailboat,18,third one,7,second one is,4
19,ive,17,in dress,7,dress with no,4
