,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,23,got it,20,got it got,10
1,it,22,it got,10,it got it,8
2,i,6,i got,5,i got it,4
3,like,4,looks like,4,got it i,2
4,on,4,fish going,2,it i got,2
5,ok,4,okay got,2,okay got it,2
6,looks,4,it looks,2,it okay got,2
7,to,2,it okay,2,got it okay,2
8,going,2,it i,2,it ok got,2
9,how,2,ok got,2,got it ok,2
10,fish,2,it ok,2,ok got it,2
11,boat,2,ok i,2,ok i got,2
12,okay,2,call llama,1,it looks like,2
13,yeah,2,llama ok,1,got it yeah,1
14,llama,2,i dont,1,reason it looks,1
15,theres,2,yeah i,1,america rupee furry,1
16,most,1,most call,1,it america rupee,1
17,as,1,llama most,1,got it america,1
18,reason,1,like llama,1,yeah i got,1
19,speed,1,reason it,1,it yeah i,1
