,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,165,upside down,33,i dont know,7
1,i,74,i have,32,third one is,7
2,got,70,i got,27,got upside down,6
3,like,66,one is,21,then upside down,6
4,one,63,got it,15,loch ness monster,6
5,with,50,looking thing,12,then last one,6
6,down,48,third one,12,second one is,5
7,it,42,last one,11,lady in dress,5
8,have,37,arrow pointing,10,so i got,5
9,triangle,37,turkey then,10,arrow pointing to,5
10,upside,33,it has,10,then third one,5
11,is,29,first one,10,got it first,4
12,its,29,so i,9,so i have,4
13,right,26,ive got,9,first one is,4
14,in,24,then last,9,then snake then,4
15,on,24,rocket ship,8,it has like,4
16,turkey,22,second one,8,right hand corner,4
17,top,21,its like,7,last one i,3
18,arrow,21,has like,7,pointing to right,3
19,ones,20,i dont,7,then lady in,3
