,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,38,one is,20,first one is,13
1,then,38,first one,14,my first one,10
2,one,32,last one,12,alright my first,7
3,i,17,upside down,12,last one is,6
4,with,17,my first,10,all right i,4
5,first,14,i have,9,is upside down,3
6,my,14,second is,8,right i got,3
7,down,14,i got,7,with two sails,3
8,last,13,alright my,7,my last one,3
9,alright,12,looks like,6,then weird looking,3
10,upside,12,third is,6,on left side,3
11,boat,11,right i,5,alright i have,2
12,on,10,with two,5,upside down apple,2
13,second,10,all right,5,okay i got,2
14,bird,10,boat then,4,then boat then,2
15,have,9,on left,4,upside down bird,2
16,like,9,then crab,4,have upside down,2
17,got,9,crab then,3,third is upside,2
18,right,8,bird with,3,one is boat,2
19,in,7,weird looking,3,then last one,2
