,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,58,i have,51,then i have,8
1,have,53,flying bird,10,ok i have,6
2,then,43,upside down,9,okay i have,6
3,like,26,then i,8,i have an,5
4,down,19,okay i,7,going to right,4
5,going,14,ok i,6,an upside down,4
6,triangle,14,an upside,5,have an arrow,3
7,with,14,going to,5,i have flying,3
8,an,13,going down,5,i have house,3
9,it,12,have an,5,with weird neck,2
10,flying,11,to right,4,whale fish then,2
11,bird,11,looks like,4,an arrow with,2
12,upside,10,sea monster,4,i have ram,2
13,big,10,got it,3,got it i,2
14,its,8,big triangle,3,sea monster going,2
15,weird,8,palm tree,3,flamingo i have,2
16,to,8,fish then,3,fish going down,2
17,boat,7,then like,3,loch ness monster,2
18,okay,7,an arrow,3,i have whale,2
19,ok,7,have flying,3,whale i have,2
