,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,18,got it,12,i got it,5
1,got,17,i got,10,yeah i got,4
2,it,14,yeah i,6,it yeah i,4
3,yeah,6,i have,4,got it yeah,4
4,winner,5,it yeah,4,i think i,3
5,have,4,then i,3,winner chicken dinner,3
6,then,3,think i,3,think i got,3
7,chicken,3,i think,3,then i have,3
8,dinner,3,chicken dinner,3,it winner winner,2
9,yep,3,winner chicken,3,winner winner chicken,2
10,sure,3,winner winner,2,sure got it,2
11,think,3,it winner,2,yeah i think,2
12,you,2,sure got,2,got it winner,2
13,down,2,fat raptor,1,i got this,1
14,of,2,raptor slash,1,i got those,1
15,yup,2,got fat,1,ostrich then i,1
16,gotcha,2,those i,1,slash ostrich then,1
17,slash,2,slash ostrich,1,raptor slash ostrich,1
18,like,2,ostrich then,1,fat raptor slash,1
19,flamingo,1,it kind,1,got fat raptor,1
