,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,328,got it,195,it got it,83
1,got,324,i have,139,got it got,82
2,it,248,i got,133,got it i,42
3,have,148,it got,85,i got it,36
4,then,139,upside down,44,then i have,32
5,like,80,it i,43,it i have,23
6,down,69,then i,42,it i got,15
7,with,60,flying bird,20,i got this,10
8,is,51,okay i,16,so i got,10
9,that,50,looks like,14,loch ness monster,9
10,upside,46,got this,12,an upside down,9
11,this,46,it okay,12,got it okay,9
12,one,42,loch ness,11,then i got,8
13,to,41,ive got,11,it looks like,8
14,guy,39,so i,11,okay i have,8
15,okay,39,down then,10,all right i,7
16,triangle,38,an upside,10,i have an,6
17,on,37,one is,10,okay i got,6
18,flying,37,okay so,10,i got i,6
19,bird,37,i think,9,down then i,5
