,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,106,i have,43,it looks like,6
1,got,56,i got,39,i got this,6
2,like,50,upside down,13,then i have,6
3,have,45,looks like,12,so i have,6
4,is,33,flying bird,10,flamingo flying bird,4
5,that,29,so i,8,i got flamingo,4
6,it,28,with two,8,i have this,4
7,this,26,then i,8,palm tree i,3
8,with,26,hang on,7,it i have,3
9,then,24,got this,7,yo i got,3
10,you,23,person with,6,hang on hang,3
11,bird,21,palm tree,6,on hang on,3
12,person,20,it looks,6,an upside down,3
13,down,20,got it,6,hummingbird loch ness,3
14,so,20,hes like,5,i have person,3
15,to,19,is like,5,loch ness monster,3
16,hes,18,it i,5,like big bird,3
17,flying,18,got flamingo,5,native american general,2
18,two,17,rubber duck,5,down hes like,2
19,on,17,you know,5,boob person with,2
