,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,20,got it,11,got it i,4
1,got,17,i got,8,it got it,3
2,it,11,all right,5,got it got,3
3,then,10,i have,5,all right so,2
4,all,5,it i,4,all right i,2
5,have,5,it got,3,it i got,2
6,right,5,in dress,3,i got it,2
7,with,4,first one,3,right i got,2
8,one,4,right so,2,very first one,2
9,dress,3,right i,2,woman in dress,2
10,very,3,i believe,2,diamond all right,1
11,first,3,upside down,2,i got pipe,1
12,in,3,woman in,2,got pipe bridge,1
13,woman,3,very first,2,pipe bridge apple,1
14,swan,2,that last,1,bridge apple diamond,1
15,long,2,ok then,1,apple diamond all,1
16,its,2,last one,1,ok i think,1
17,you,2,right that,1,all right that,1
18,gotcha,2,diamond all,1,right that last,1
19,if,2,apple diamond,1,that last one,1
