,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,42,i have,37,i have guy,8
1,have,38,upside down,10,i have an,5
2,then,28,have guy,8,third one is,5
3,guy,16,one is,6,flamingo i have,4
4,one,13,third one,5,so i have,4
5,with,11,have an,5,an upside down,4
6,in,11,so i,4,have an upside,4
7,down,10,flamingo i,4,then i have,4
8,upside,10,an upside,4,lady in dress,3
9,is,9,then i,4,ok i have,3
10,sideways,9,got it,3,i have flamingo,3
11,it,7,have flamingo,3,okay so i,3
12,on,7,coming out,3,with two triangles,2
13,like,7,in dress,3,upside down swan,2
14,um,6,lady in,3,i have loch,2
15,flamingo,6,is like,3,one is guy,2
16,right,6,with two,3,have loch ness,2
17,okay,6,kind of,3,down swan sideways,2
18,seal,6,guy falling,3,theres square in,2
19,third,5,ok i,3,guy doing splits,2
