,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,88,got it,84,it got it,56
1,got,85,it got,56,got it got,56
2,then,69,one is,19,got it i,13
3,like,42,i have,17,i got it,11
4,i,38,it i,13,got it okay,7
5,one,25,i got,12,first one is,6
6,is,25,upside down,10,one is like,6
7,my,21,is like,9,it i have,6
8,have,20,it okay,7,my top one,6
9,with,16,first one,7,top one is,5
10,down,15,my first,6,my first one,5
11,okay,15,second one,6,okay got it,4
12,upside,10,top one,6,then upside down,4
13,on,10,my top,6,one is person,4
14,top,10,okay i,5,second one is,4
15,triangle,10,arrow pointing,5,it i got,4
16,person,10,then my,5,ok i have,3
17,has,9,down then,4,got it ok,3
18,its,8,is person,4,third one is,3
19,first,8,has like,4,my second one,3
