,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,525,i have,184,i have like,22
1,like,381,upside down,67,one is like,22
2,i,261,one is,57,my top one,21
3,have,194,then like,55,i have person,21
4,one,128,got it,41,i dont know,17
5,it,119,then person,37,left hand corner,16
6,its,106,then boat,34,it has like,16
7,person,104,its like,34,i got it,16
8,with,99,hand corner,32,right hand corner,16
9,down,97,my top,32,hand corner then,15
10,is,95,has like,32,my third one,15
11,my,94,is like,30,top one is,15
12,on,92,boat then,30,second one is,15
13,boat,85,top one,29,got it i,15
14,in,85,looks like,28,then boat then,15
15,triangle,78,it has,26,lady in dress,14
16,top,77,right hand,26,loch ness monster,13
17,right,73,then my,24,okay my top,13
18,upside,67,have like,24,third one is,12
19,got,57,i dont,24,it i have,12
