,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,80,got it,70,it got it,49
1,got,72,it got,49,got it got,48
2,i,63,i have,48,got it i,17
3,have,49,it i,20,it i have,13
4,then,26,looks like,8,then i have,7
5,like,20,then i,7,down i have,4
6,with,18,upside down,7,it looks like,4
7,down,17,one is,6,an upside down,4
8,one,15,i got,5,i have dog,4
9,an,11,sailboat with,5,i got it,4
10,of,11,going down,5,speedboat going down,3
11,is,10,palm tree,4,down then i,3
12,on,10,kind of,4,have palm tree,3
13,sailboat,9,it looks,4,i have palm,3
14,um,9,down then,4,it i dont,3
15,my,9,speedboat going,4,okay i have,3
16,looks,8,an upside,4,then sailboat with,3
17,out,7,have dog,4,i dont know,3
18,sideways,7,rocket ship,4,i have an,3
19,upside,7,i dont,4,sitting down i,2
