,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,73,got it,53,it got it,22
1,i,61,i got,31,got it got,22
2,it,60,it got,22,i got it,13
3,have,18,i have,14,yeah i got,6
4,that,15,yeah i,9,got it i,5
5,done,9,it i,7,it yeah i,4
6,yeah,9,got that,5,got it yeah,4
7,you,6,have that,5,i got that,3
8,then,6,then i,5,then i have,3
9,on,5,it yeah,4,it okay i,3
10,with,5,okay i,4,okay i got,2
11,down,4,that i,4,i got spaceship,2
12,hittin,4,hittin done,4,totally got that,2
13,like,4,i totally,3,dog got it,2
14,totally,4,it okay,3,done yeah i,2
15,okay,4,im hittin,2,hittin done yeah,2
16,im,4,got spaceship,2,im hittin done,2
17,sorry,3,ok i,2,i totally got,2
18,dog,3,you say,2,that i got,2
19,right,3,i too,2,got it all,2
