,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,52,got it,37,it got it,14
1,it,40,i have,17,got it got,13
2,got,37,it got,14,got it okay,7
3,i,20,one is,9,okay got it,7
4,have,17,upside down,9,got it ok,6
5,with,17,it okay,7,first one is,6
6,one,15,okay got,7,my first one,4
7,okay,14,first one,6,ok i have,4
8,down,14,it ok,6,i have upside,3
9,is,11,my first,5,it ok i,3
10,like,11,dog then,5,it okay got,3
11,dog,10,then dog,4,it okay i,3
12,my,9,second one,4,okay i have,3
13,upside,9,kind of,4,have upside down,3
14,ok,8,ok i,4,alright i have,3
15,of,8,alright i,3,it alright i,2
16,square,8,left then,3,bunny then strange,2
17,first,7,have upside,3,it all right,2
18,head,7,then house,3,then dog then,2
19,top,6,down then,3,fox laying down,2
