,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,157,got it,151,got it got,99
1,got,152,it got,99,it got it,99
2,i,55,i have,39,got it i,18
3,have,42,it i,18,got it okay,15
4,okay,20,it okay,16,it i have,14
5,then,14,okay got,14,okay got it,14
6,with,11,i got,10,it okay got,11
7,guy,11,ok got,4,i got it,9
8,like,9,then i,4,ok got it,4
9,to,8,it ok,4,it ok got,4
10,sailboat,7,okay i,4,got it ok,4
11,up,6,have guy,4,okay i have,4
12,ok,6,to left,3,i have guy,4
13,weird,5,spread apart,3,then i have,4
14,in,5,legs spread,3,it i got,3
15,thats,5,speed boat,3,legs spread apart,3
16,square,5,his legs,3,his legs spread,3
17,body,5,flying bird,3,it okay i,3
18,crab,5,running upward,2,i have square,2
19,legs,4,one foot,2,going up got,2
