,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,98,got it,90,got it got,46
1,got,91,it got,46,it got it,46
2,then,82,i have,27,got it i,18
3,like,67,one is,19,i got it,15
4,i,54,it i,18,it i have,14
5,one,31,i got,16,got it okay,9
6,is,30,upside down,13,one is like,8
7,have,30,is like,10,second one is,6
8,my,27,it okay,9,my second one,6
9,with,27,then like,8,got it ok,6
10,okay,22,second one,8,my top one,5
11,person,19,my first,8,okay my first,5
12,on,16,then my,8,my first one,5
13,down,15,okay i,7,it okay my,5
14,triangle,15,triangle body,7,top one is,4
15,upside,13,body then,6,first one is,4
16,boat,13,my second,6,my third one,4
17,top,13,top one,6,triangle body then,4
18,of,12,my top,6,okay i got,4
19,its,12,it ok,6,it ok i,4
