,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,50,got it,27,got it got,18
1,it,34,it got,20,it got it,17
2,then,32,one is,13,so i have,7
3,one,20,ive got,10,last one is,4
4,is,15,so i,8,out of it,4
5,with,15,going down,7,alright so i,3
6,i,14,i have,7,third one is,3
7,down,13,last one,6,rocket ship going,3
8,like,13,i got,5,first one is,3
9,right,10,looking thing,4,second one is,3
10,going,10,upside down,4,ive got speedboat,2
11,thing,10,third one,4,looking thing with,2
12,ive,10,of it,4,thing that goes,2
13,sailboat,8,out of,4,apple with bite,2
14,so,8,left to,4,all right so,2
15,square,7,all right,3,right so i,2
16,have,7,with square,3,i got it,2
17,last,7,alright so,3,sailboat last one,2
18,left,7,second one,3,then ive got,2
19,looking,6,first one,3,ship going down,2
