,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,53,got it,52,it got it,34
1,it,52,it got,34,got it got,34
2,then,39,one is,12,first one is,10
3,is,15,first one,10,got it first,7
4,with,14,it first,7,got it okay,7
5,okay,13,it okay,7,it first one,6
6,one,12,upside down,5,okay got it,4
7,first,12,okay i,4,okay i have,4
8,down,11,i have,4,my first one,3
9,person,8,my first,4,upside down vulture,3
10,triangle,7,okay got,4,one is like,2
11,have,6,then dog,3,then square body,2
12,dog,6,in dress,3,then road runner,2
13,in,6,down then,3,person with triangle,2
14,upside,5,dog with,3,it okay got,2
15,my,5,down vulture,3,okay my first,2
16,i,4,lady in,3,it my first,2
17,dress,4,dog then,3,then dog then,2
18,big,4,person okay,2,got it my,2
19,sailboat,4,then road,2,down vulture got,2
