,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,74,got it,63,it got it,34
1,it,71,i have,58,got it got,32
2,got,68,it got,34,got it i,17
3,have,58,one is,23,it i have,13
4,then,39,it i,17,next one is,8
5,one,35,upside down,12,my first one,8
6,is,31,first one,10,my next one,8
7,my,28,next one,8,first one is,8
8,down,22,my next,8,then i have,7
9,with,21,my first,8,my last one,5
10,like,18,looks like,8,last one is,5
11,an,17,i got,7,an upside down,5
12,guy,17,then i,7,got it okay,5
13,on,15,guy running,6,i have guy,4
14,sailboat,15,an upside,6,i got it,4
15,upside,13,last one,6,okay i have,4
16,of,11,speedboat going,6,speedboat going down,4
17,sideways,11,it okay,5,i have an,4
18,first,10,going down,5,got it my,4
19,running,8,sailboat with,5,is upside down,4
