,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,66,one is,56,first one is,16
1,one,64,got it,44,third one is,13
2,got,62,i got,18,second one is,13
3,then,60,second one,16,got it got,12
4,it,51,first one,16,it got it,12
5,with,27,it got,13,fourth one is,9
6,i,25,third one,13,got it i,7
7,second,22,fourth one,9,then second one,6
8,first,19,it i,8,it first one,6
9,triangle,18,upside down,8,it i got,6
10,third,17,it first,7,got it first,6
11,down,14,then second,6,is upside down,4
12,its,13,looking thing,6,one is upside,4
13,in,12,coming out,5,out of it,4
14,thing,11,with two,5,last one is,4
15,like,11,with its,4,so i got,4
16,guy,10,is upside,4,loch ness monster,4
17,fourth,10,all right,4,got it alright,4
18,looking,10,out of,4,got it yep,4
19,on,10,of it,4,it yep got,4
