,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,108,i have,41,okay i have,19
1,with,86,upside down,36,ok i have,12
2,got,66,ive got,27,got it got,12
3,down,58,got it,23,it got it,10
4,i,54,okay i,19,right ive got,7
5,have,49,all right,14,woman in dress,7
6,upside,36,it got,13,all right ive,6
7,one,34,ok i,12,its hind legs,5
8,dog,33,in dress,11,upside down sailboat,5
9,sailboat,32,with triangle,10,on its hind,5
10,triangle,31,one with,10,with square head,4
11,it,30,on its,10,have upside down,4
12,square,30,with square,10,then upside down,4
13,guy,30,hind legs,9,bird with triangle,4
14,like,28,flying bird,9,dog with square,4
15,on,28,one is,9,i have guy,4
16,bird,27,sideways sailboat,8,sailboat upside down,4
17,ive,27,with two,8,then dog with,4
18,okay,26,dog with,8,got it ok,4
19,right,26,then guy,7,swan flying bird,4
