,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,97,one is,52,first one is,26
1,then,97,first one,30,last one is,18
2,one,78,upside down,26,my first one,13
3,got,56,got it,22,is upside down,11
4,first,51,last one,18,then last one,8
5,with,49,ive got,17,my last one,8
6,like,35,second is,15,one is upside,7
7,down,33,third is,15,then my last,7
8,in,29,my first,14,it first one,7
9,my,28,is upside,11,got it first,7
10,it,28,i have,10,lady in dress,6
11,second,28,then last,10,it my first,6
12,right,27,on right,8,got it my,6
13,last,27,my last,8,with no arms,5
14,upside,26,second one,8,one is x,5
15,third,25,then my,8,right side up,5
16,on,24,holding triangle,8,then i have,5
17,guy,23,it first,7,then second one,5
18,triangle,20,third one,7,right ive got,4
19,ive,17,is x,7,then upside down,4
