,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,110,got it,104,it got it,65
1,got,106,it got,65,got it got,64
2,i,52,i have,39,got it i,15
3,have,39,it i,15,then i have,12
4,then,28,then i,12,it i have,11
5,like,17,it okay,6,gotcha got it,5
6,with,11,gotcha got,5,okay got it,5
7,okay,10,okay got,5,got it okay,5
8,down,9,looks like,5,it okay got,4
9,gotcha,9,sailboat with,4,it looks like,4
10,one,8,i got,4,i got it,3
11,sailboat,8,head in,4,speedboat going down,3
12,going,7,going down,4,okay i have,3
13,an,7,speedboat going,4,i have sailboat,3
14,boat,6,flying bird,4,upside down boat,3
15,in,6,okay i,4,his head in,3
16,up,6,it looks,4,got it gotcha,3
17,tree,6,third one,3,down then i,2
18,that,5,have sailboat,3,up got it,2
19,thats,5,christmas tree,3,head in bottom,2
