,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,35,i got,13,can you repeat,5
1,with,24,upside down,11,say that again,5
2,got,24,i have,10,can you say,4
3,down,15,looks like,9,duck flying bird,4
4,then,14,can you,9,you repeat those,4
5,dog,14,you repeat,6,you say that,3
6,you,14,flying bird,6,flying bird dragon,3
7,boat,14,okay i,5,right side up,3
8,that,14,that again,5,i have dog,3
9,like,12,say that,5,duck flamingo crab,3
10,upside,11,duck flying,4,repeat those please,3
11,have,11,you say,4,one looks like,2
12,it,10,weird shape,4,tail fox stingray,2
13,on,10,repeat those,4,fox stingray hand,2
14,duck,10,got it,4,stingray hand puppet,2
15,crab,10,those please,3,kinky tail fox,2
16,head,9,sail boat,3,upside down flamingo,2
17,flamingo,9,bird dragon,3,house pot sideways,2
18,fox,9,side up,3,flamingo crab hummingbird,2
19,can,9,boat slope,3,side up arrow,2
