,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,33,i have,19,then i have,5
1,have,21,i got,7,first one is,3
2,then,17,then i,6,legs spread apart,2
3,like,14,got it,6,upside down legs,2
4,got,14,one is,4,spread apart guy,2
5,with,12,upside down,4,got it i,2
6,one,9,blah blah,3,it i have,2
7,guy,9,so i,3,okay so i,2
8,it,9,second one,3,guy bending backwards,2
9,down,7,guy laying,3,okay i have,2
10,triangle,7,is like,3,with arm going,2
11,is,6,first one,3,down legs spread,2
12,his,6,it i,3,so i got,2
13,that,5,one foot,2,with long tail,2
14,dog,5,i believe,2,bird with long,2
15,in,5,long tail,2,guy laying down,2
16,to,5,with long,2,i have this,2
17,walking,5,bird with,2,one is like,2
18,okay,5,is guy,2,one is guy,2
19,first,5,down legs,2,lady then i,1
