,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,395,got it,264,got it got,142
1,it,303,it got,145,it got it,131
2,i,151,i got,102,got it okay,25
3,then,61,upside down,26,got it i,22
4,okay,48,okay got,25,okay got it,21
5,down,44,it okay,25,i got it,19
6,that,31,it i,25,it i got,16
7,upside,27,okay i,15,okay i got,11
8,dog,26,got that,13,it okay got,11
9,triangle,24,then i,12,it okay i,10
10,fish,22,ok got,10,then i got,9
11,was,22,looks like,9,ok got it,8
12,one,21,flying bird,7,i got that,7
13,flamingo,21,i have,7,got that okay,6
14,boat,19,it ok,6,got it yeah,5
15,on,18,ok i,6,dog got it,5
16,flying,18,lets see,6,got it ok,5
17,up,18,dog got,6,sailboat got it,5
18,with,18,that okay,6,got got it,4
19,ok,18,it was,6,flamingo got it,4
