,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,20,i got,11,so i got,3
1,then,15,i have,8,then i have,2
2,got,13,so i,4,winner chicken dinner,2
3,have,8,upside down,4,winner winner chicken,2
4,one,7,then i,3,sailboat then house,2
5,down,6,it then,3,half christmas tree,1
6,with,6,sailboat then,3,got this weird,1
7,it,6,then house,3,i got this,1
8,man,6,last one,3,then i got,1
9,sailboat,6,sideways sailboat,2,tree then i,1
10,triangle,5,got sideways,2,christmas tree then,1
11,in,5,rectangle man,2,got half christmas,1
12,upside,4,holding triangle,2,i got half,1
13,winner,4,you said,2,legs i got,1
14,of,4,first one,2,four legs i,1
15,rectangle,4,got it,2,with four legs,1
16,sideways,4,chicken dinner,2,dog with four,1
17,so,4,winner chicken,2,then dog with,1
18,what,3,winner winner,2,fox then dog,1
19,im,3,with two,2,this weird looking,1
