,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,137,got it,121,got it got,88
1,it,123,it got,89,it got it,87
2,then,31,i have,17,okay i have,8
3,i,29,upside down,11,got it i,6
4,like,21,okay i,8,got it okay,5
5,with,21,one is,7,it okay i,5
6,one,18,then guy,6,gotcha got it,4
7,guy,17,it i,6,then upside down,3
8,have,17,it okay,5,got it gotcha,3
9,down,16,ive got,5,it gotcha got,3
10,in,13,dog with,5,upside down duck,3
11,triangle,11,third one,5,got it ok,3
12,dog,11,gotcha got,4,triangle then guy,3
13,on,11,i got,4,third one is,3
14,upside,11,triangle then,3,of picture frame,2
15,okay,10,it gotcha,3,then guy with,2
16,is,10,or something,3,then second one,2
17,first,8,then upside,3,it got you,2
18,square,7,down duck,3,regular dog third,2
19,right,7,rocket ship,3,guy sticking his,2
