,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,29,got it,19,it got it,5
1,i,22,i got,10,i got it,5
2,it,20,it got,5,got it got,4
3,that,11,got that,4,got it i,3
4,is,7,ive got,4,i got that,3
5,you,6,i have,3,got it ive,2
6,boat,6,it i,3,loch ness monster,2
7,this,5,loch ness,2,on got it,2
8,ive,5,beautiful i,2,it ive got,2
9,of,4,it you,2,got it you,2
10,like,4,is uh,2,i got this,2
11,its,4,upside down,2,okay got it,1
12,cool,3,boat thats,2,literally his arm,1
13,uh,3,got this,2,got it yo,1
14,okay,3,ness monster,2,it yo i,1
15,to,3,it ive,2,yo i got,1
16,then,3,on got,2,got that no,1
17,have,3,that no,1,that no its,1
18,beautiful,3,no its,1,inch okay got,1
19,on,3,yo i,1,no its literally,1
