,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,30,i have,21,then i have,8
1,have,21,then i,9,okay i have,4
2,like,21,one is,6,i have like,4
3,then,20,loch ness,5,i have ram,2
4,one,15,flying bird,5,rocket then i,2
5,is,14,last one,4,have like dog,2
6,triangle,11,with like,4,then last one,2
7,with,10,okay i,4,i dont know,2
8,okay,9,have like,4,one is like,2
9,its,8,second one,3,third one is,2
10,you,7,going downward,3,i have speed,1
11,it,7,rocket then,3,over holding triangle,1
12,on,6,upside down,3,holding triangle i,1
13,going,6,i dont,3,triangle i have,1
14,to,6,is like,3,ok i have,1
15,second,5,yacht thats,3,have speed boat,1
16,that,5,to right,2,person bent over,1
17,last,5,which one,2,speed boat palm,1
18,right,5,head to,2,boat palm tree,1
19,thats,5,triangle diamond,2,palm tree half,1
