,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,148,got it,138,got it got,94
1,it,144,it got,95,it got it,94
2,i,35,it i,13,got it i,13
3,then,22,i have,12,got it okay,5
4,with,16,i got,9,it i have,5
5,have,12,upside down,6,i got it,4
6,like,11,i think,6,got got it,3
7,one,11,it okay,5,first one is,3
8,triangle,10,okay i,4,my first one,3
9,person,9,first one,4,got it yeah,3
10,down,9,person with,3,it i think,3
11,is,8,got got,3,it okay i,3
12,dog,7,one is,3,it i gots,2
13,first,7,my first,3,it ive got,2
14,okay,7,it yeah,3,lady in dress,2
15,yeah,6,triangle body,3,okay i think,2
16,upside,6,with triangle,3,then i have,2
17,apple,6,lady in,2,i got got,2
18,ram,6,then i,2,okay i got,2
19,think,6,it dog,2,got it gotcha,2
