,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,404,got it,337,got it got,218
1,it,355,it got,221,it got it,211
2,i,91,i got,57,got it okay,31
3,okay,51,okay got,31,got it i,27
4,then,27,it okay,31,okay got it,25
5,that,26,it i,27,i got it,22
6,ok,21,okay i,16,it okay got,16
7,boat,19,got that,16,it i got,13
8,triangle,13,ok got,12,it okay i,13
9,flying,12,it ok,9,okay i got,10
10,down,12,that got,8,got it ok,9
11,see,11,i think,7,ok got it,9
12,fish,11,upside down,7,it ok got,7
13,which,10,ok i,7,i got that,7
14,up,10,think i,6,that got it,6
15,think,9,that okay,6,think i got,6
16,upside,8,flying bird,6,got that okay,6
17,this,8,lets see,5,got that got,6
18,yeah,8,got got,4,i think i,5
19,flamingo,8,it yeah,4,that okay got,5
