,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,49,got it,24,got it got,10
1,then,46,i have,11,it got it,9
2,it,33,it got,10,got it i,7
3,like,24,it i,7,it i have,5
4,i,22,ive got,7,got it gotcha,4
5,in,19,i got,6,loch ness monster,3
6,triangle,17,one is,6,right side up,2
7,on,17,upside down,6,ness monster then,2
8,with,13,then like,5,then fox on,2
9,one,13,got got,5,then person kicking,2
10,have,12,it gotcha,4,arrow pointing down,2
11,person,12,pointing to,3,my top ones,2
12,is,12,then my,3,is right side,2
13,down,11,it has,3,it i got,2
14,right,10,has like,3,upside down got,2
15,ive,8,first one,3,boat with like,2
16,arrow,7,last one,3,second one is,2
17,side,7,i dont,3,that has like,2
18,house,7,second one,3,i got it,2
19,top,7,loch ness,3,last one is,2
