,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,130,one is,44,first one is,32
1,with,66,first one,36,okay i have,12
2,is,66,upside down,19,lady in dress,10
3,one,53,i have,18,last one is,8
4,first,53,in dress,13,in dress with,8
5,down,37,lady in,12,with no arms,8
6,person,27,dog with,12,my first one,6
7,triangle,21,okay i,12,upside down person,6
8,okay,21,with square,11,dress with no,6
9,dog,20,my first,11,okay my first,6
10,have,20,dress with,8,is lady in,6
11,in,19,last one,8,dog with square,6
12,i,19,with no,8,then upside down,5
13,upside,19,no arms,8,my first ones,4
14,square,18,down then,8,person with triangle,4
15,my,17,arrow pointing,7,one is dog,4
16,arrow,17,then dog,7,my last one,4
17,dress,14,laying down,7,then my last,4
18,like,14,first ones,7,then dog with,4
19,lady,14,is lady,7,bunny laying down,4
