,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,252,i have,153,got it got,40
1,have,159,got it,115,it got it,39
2,got,157,i got,46,then i have,27
3,it,146,it got,40,i got it,22
4,then,125,upside down,40,got it i,21
5,like,80,then i,30,loch ness monster,13
6,with,65,one is,27,it i have,13
7,one,63,looks like,24,okay i have,12
8,is,60,it i,23,my first one,10
9,down,59,okay i,21,first one is,10
10,okay,43,flying bird,16,i have like,8
11,upside,40,first one,16,got it okay,8
12,sailboat,36,loch ness,15,i dont know,7
13,dog,36,last one,13,i have dog,7
14,to,35,ness monster,13,is upside down,7
15,guy,34,i dont,13,of looks like,6
16,weird,34,kind of,11,it i got,6
17,that,31,i think,10,so i got,6
18,bird,31,my first,10,an upside down,6
19,of,30,so i,9,okay i got,6
