,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,71,got it,41,got it got,20
1,then,54,it got,20,it got it,20
2,it,48,i have,15,got it i,14
3,in,34,it i,14,it i have,10
4,i,28,i got,8,loch ness monster,5
5,like,27,ive got,7,it i got,4
6,with,21,upside down,7,in last one,3
7,boat,17,then like,7,last one is,3
8,have,16,loch ness,6,ness monster then,3
9,triangle,16,ness monster,5,pointing to right,3
10,on,13,one is,5,i have boat,3
11,thing,12,have boat,4,i got it,2
12,down,11,has like,4,on left hand,2
13,person,11,in last,4,boat with like,2
14,arrow,10,turkey then,4,has like triangles,2
15,top,10,pointing to,4,left hand side,2
16,one,9,boat with,4,like loch ness,2
17,ive,8,to right,4,thing got it,2
18,of,8,in boat,3,ness monster thing,2
19,right,8,its heads,3,have boat like,2
