,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,85,i have,42,then i have,11
1,have,44,i got,22,i got this,5
2,got,36,then i,13,hey man i,4
3,then,35,got this,9,okay so i,4
4,it,28,okay so,8,i have bridge,4
5,this,25,got it,6,so i got,4
6,boat,21,looks like,5,so this one,3
7,like,20,ive got,5,ive got this,3
8,that,20,upside down,5,it looks like,3
9,of,19,man i,5,i have big,3
10,is,19,so i,4,this one time,3
11,to,18,have bridge,4,got it i,3
12,he,16,guy with,4,man i got,3
13,so,14,boat then,4,i have dog,3
14,an,14,hey man,4,right side up,2
15,in,13,going to,4,dog going to,2
16,guy,12,one time,4,i got uh,2
17,bird,12,it i,3,i have boat,2
18,with,12,i dont,3,side up then,2
19,down,12,boat that,3,less than half,2
