,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,112,got it,50,okay i have,19
1,got,96,i have,44,got it got,12
2,with,87,upside down,37,ok i have,12
3,down,57,ive got,29,it got it,10
4,it,56,okay i,19,upside down sailboat,6
5,i,55,it got,12,then upside down,6
6,have,51,all right,12,got it i,5
7,dog,39,ok i,12,all right ive,5
8,upside,37,with two,10,right ive got,5
9,square,32,dog with,10,got it okay,5
10,like,32,with square,10,it okay i,5
11,on,31,with triangle,10,woman in dress,4
12,one,31,then guy,10,its hind legs,4
13,triangle,30,one with,9,bird with triangle,4
14,sailboat,30,in dress,9,i have arrow,4
15,guy,29,one is,9,on its hind,4
16,ive,29,flying bird,9,have upside down,4
17,first,27,hind legs,9,dog with square,4
18,right,26,on its,8,it i have,4
19,okay,25,sideways sailboat,8,upside down boat,4
