,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,91,got it,83,got it got,65
1,it,83,it got,65,it got it,64
2,then,19,i got,9,first one is,6
3,i,12,one is,8,it first one,4
4,is,12,first one,6,got it first,4
5,one,8,it first,4,all right i,3
6,first,6,it yeah,3,right i got,3
7,down,5,got got,3,i got it,3
8,with,4,upside down,3,got it i,3
9,right,3,all right,3,it i got,3
10,second,3,right i,3,got got it,3
11,sailboat,3,it i,3,got it yeah,3
12,avalanche,3,then avalanche,2,i got got,3
13,guy,3,avalanche then,2,is upside down,2
14,yeah,3,my last,2,got it all,2
15,all,3,it all,2,it all right,2
16,upside,3,triangle body,2,triangle body guy,2
17,square,2,is upside,2,then i have,2
18,dog,2,road runner,2,it yeah got,2
19,x,2,runner then,2,then avalanche then,2
