,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,37,got it,33,got it got,21
1,it,33,it got,21,it got it,20
2,then,11,gotcha got,6,gotcha got it,6
3,one,8,one is,6,got it gotcha,5
4,with,7,it gotcha,5,it gotcha got,4
5,gotcha,7,first one,3,first one is,3
6,is,7,sailboat with,3,got it first,2
7,on,6,then guy,3,one is sailboat,2
8,guy,5,upside down,3,is sailboat with,2
9,right,5,fetal position,2,my next one,2
10,my,4,is sailboat,2,next one is,2
11,down,4,snake with,2,snake with head,2
12,sailboat,3,top then,2,it first one,2
13,first,3,on left,2,front flip then,1
14,boat,3,all right,2,flip then guy,1
15,all,3,on right,2,then guy in,1
16,upside,3,i got,2,guy in fetal,1
17,trapezoid,2,with head,2,doing front flip,1
18,position,2,with three,2,guy doing front,1
19,kid,2,my next,2,then guy doing,1
