,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,156,one is,93,first one is,50
1,then,133,first one,52,my first one,20
2,one,123,upside down,33,last one is,19
3,my,71,got it,32,then last one,13
4,first,59,last one,31,next one is,13
5,it,52,third is,24,is upside down,13
6,down,50,i have,23,my last one,11
7,like,48,my first,20,my next one,11
8,with,44,second is,18,got it first,9
9,i,38,then last,17,got it my,8
10,last,36,looks like,15,one is cat,7
11,third,35,is upside,13,one is upside,7
12,upside,33,next one,13,it my first,7
13,got,33,my next,13,got it got,6
14,second,33,boat then,11,it first one,6
15,in,31,triangle body,11,it got it,6
16,triangle,30,my last,11,okay my top,5
17,on,28,it first,9,my top one,5
18,boat,26,dog with,8,second one is,5
19,have,25,with two,8,kinda looks like,5
