,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,39,got it,18,it got it,8
1,i,24,i got,15,got it got,7
2,it,22,it got,9,i got it,6
3,ive,10,ive got,9,got it i,3
4,have,7,i have,5,with pieces missing,2
5,its,6,it i,3,it i got,2
6,then,5,then ive,2,rectangle with pieces,2
7,speedboat,4,they have,2,i have got,2
8,bridge,3,an apple,2,shape i got,2
9,shape,3,rectangle with,2,i got bridge,2
10,think,3,with pieces,2,got bridge i,2
11,looking,3,pieces missing,2,bridge i got,2
12,im,3,shape i,2,then ive got,2
13,flamingo,3,i think,2,hit done bruh,1
14,sailboat,3,got bridge,2,gonna hit done,1
15,okay,3,bridge i,2,tree rectangle with,1
16,with,3,got speedboat,2,pieces missing vertical,1
17,an,3,have got,2,missing vertical then,1
18,hes,2,got steamboat,1,vertical then bridge,1
19,missing,2,apple i,1,dont know do,1
