,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,325,got it,309,got it got,204
1,it,321,it got,204,it got it,199
2,i,74,i got,28,got it okay,28
3,okay,33,it okay,28,got it i,24
4,have,29,i have,26,i got it,23
5,then,18,it i,24,okay got it,22
6,on,13,okay got,22,it okay got,20
7,flying,12,okay i,9,it i have,14
8,with,12,it ok,8,got it ok,8
9,bird,11,flying bird,8,it okay i,6
10,flamingo,11,upside down,7,think i got,6
11,you,10,think i,6,it ok got,5
12,that,10,i think,6,ok got it,5
13,ok,10,looks like,6,i think i,5
14,like,10,two feet,6,loch ness monster,4
15,down,9,with two,5,it looks like,4
16,boat,9,loch ness,5,it i got,4
17,one,9,ive got,5,i have flying,4
18,see,8,ok got,5,have flying bird,4
19,think,8,duck with,4,with two feet,4
