,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,136,one is,90,first one is,26
1,one,124,i got,41,second one is,24
2,is,108,second one,31,third one is,21
3,got,53,first one,29,so i got,13
4,with,50,third one,26,loch ness monster,10
5,i,50,upside down,20,then second one,10
6,second,43,looking thing,14,fourth one is,9
7,triangle,39,so i,13,last one is,8
8,first,37,with two,13,then last one,7
9,third,34,last one,12,then third one,6
10,down,27,then last,10,my first one,6
11,like,26,then second,10,out of it,6
12,on,25,loch ness,10,all right i,6
13,right,23,all right,10,right i got,6
14,looking,23,ness monster,10,then upside down,5
15,it,22,fourth one,9,its wings spread,5
16,upside,20,coming out,9,looking thing with,5
17,thing,20,dog with,8,with two triangles,5
18,in,20,rocket ship,7,triangles coming out,5
19,last,19,got it,7,is upside down,5
