,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,108,i have,60,then i have,22
1,have,61,i got,36,an upside down,13
2,then,53,then i,30,then i got,8
3,got,52,upside down,16,have an upside,8
4,with,30,looks like,15,i have an,8
5,down,26,an upside,13,i dont know,5
6,like,21,have an,8,i have weird,4
7,an,18,dont know,7,kind of looks,4
8,it,17,boat then,7,of looks like,4
9,um,17,flying bird,6,flying bird i,3
10,boat,16,looking thing,6,boat then i,3
11,looks,16,one is,5,looks like hes,3
12,triangle,16,kind of,5,things coming out,3
13,upside,16,i dont,5,bird i have,3
14,one,15,third one,4,four things coming,3
15,is,15,of looks,4,up i have,3
16,of,14,have weird,4,coming out of,3
17,guy,14,triangle then,4,dont know what,3
18,sailboat,14,sideways sailboat,4,i have cat,3
19,thing,13,thing with,4,i got house,3
